"Rk","player_name","Nation","Pos","Squad","Age","Born","MP_Playing Time","Starts_Playing Time","Min_Playing Time","Mins_Per_90_Playing Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per 90 Minutes","Ast_Per 90 Minutes","G+A_Per 90 Minutes","G_minus_PK_Per 90 Minutes","G+A_minus_PK_Per 90 Minutes","xG_Per 90 Minutes","xAG_Per 90 Minutes","xG+xAG_Per 90 Minutes","npxG_Per 90 Minutes","npxG+xAG_Per 90 Minutes","market_value_euro"
326,"Tyrick Mitchell","eng ENG","DF","Crystal Palace",20,1999,19,19,1710,19,1,1,2,1,0,0,1,0,0.8,0.8,0.2,1.1,15,77,30,0.05,0.05,0.11,0.05,0.11,0.04,0.01,0.06,0.04,0.06,2.5e+07
327,"Aleksandar Mitrović","rs SRB","FW","Fulham",25,1994,27,13,1402,15.6,3,3,6,2,1,2,3,0,6.2,4.6,2.7,7.3,10,27,88,0.19,0.19,0.39,0.13,0.32,0.4,0.18,0.57,0.29,0.47,NA
328,"Jakub Moder","pl POL","DF,MF","Brighton",21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,0.9,21,30,50,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13,1.2e+07
329,"Jayson Molumby","ie IRL","MF","Brighton",20,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
330,"Wesley Moraes","br BRA","FW","Aston Villa",23,1996,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,6e+06
331,"Wes Morgan","jm JAM","DF","Leicester City",36,1984,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
332,"Mason Mount","eng ENG","MF","Chelsea",21,1999,36,32,2890,32.1,6,5,11,5,1,1,2,0,6.3,5.5,8.2,13.7,131,233,225,0.19,0.16,0.34,0.16,0.31,0.2,0.26,0.45,0.17,0.43,7.5e+07
333,"Lucas Moura","br BRA","FW,MF","Tottenham",27,1992,30,14,1411,15.7,3,4,7,3,0,0,1,0,1.9,1.9,2,3.9,43,46,78,0.19,0.26,0.45,0.19,0.45,0.12,0.13,0.25,0.12,0.25,2e+07
334,"Lys Mousset","fr FRA","FW,MF","Sheffield Utd",24,1996,11,2,296,3.3,0,0,0,0,0,0,0,0,1,1,0.3,1.3,3,3,16,0,0,0,0,0,0.29,0.1,0.39,0.29,0.39,NA
335,"João Moutinho","pt POR","MF","Wolves",33,1986,33,28,2528,28.1,1,1,2,1,0,0,5,1,0.6,0.6,2.4,3.1,32,169,37,0.04,0.04,0.07,0.04,0.07,0.02,0.09,0.11,0.02,0.11,2500000
336,"Joel Mumbongo","se SWE","FW","Burnley",21,1999,4,0,40,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
337,"Jacob Murphy","eng ENG","DF,MF","Newcastle Utd",25,1995,26,17,1626,18.1,2,3,5,2,0,0,3,0,1.7,1.7,3.8,5.4,48,47,46,0.11,0.17,0.28,0.11,0.28,0.09,0.21,0.3,0.09,0.3,5e+06
338,"Shkodran Mustafi","de GER","DF","Arsenal",28,1992,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,NA
339,"Marvelous Nakamba","zw ZIM","MF","Aston Villa",26,1994,13,9,749,8.3,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,9,2,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,7e+06
340,"Iliman Ndiaye","sn SEN","MF","Sheffield Utd",20,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
341,"Wilfred Ndidi","ng NGA","MF,DF","Leicester City",23,1996,26,25,2176,24.2,1,4,5,1,0,0,6,0,0.7,0.7,1.3,2,7,73,17,0.04,0.17,0.21,0.04,0.21,0.03,0.05,0.08,0.03,0.08,6e+07
342,"Tanguy Ndombele","fr FRA","MF","Tottenham",23,1996,33,28,2091,23.2,3,2,5,3,0,0,3,0,1.6,1.6,1.8,3.4,60,114,58,0.13,0.09,0.22,0.13,0.22,0.07,0.08,0.15,0.07,0.15,NA
343,"Reiss Nelson","eng ENG","FW,MF","Arsenal",20,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,4,6,0,0,0,0,0,0.08,0,0.08,0.08,0.08,6500000
344,"Pedro Neto","pt POR","FW,MF","Wolves",20,2000,31,30,2550,28.3,5,6,11,5,0,0,4,0,5.1,5.1,5.4,10.6,154,54,255,0.18,0.21,0.39,0.18,0.39,0.18,0.19,0.37,0.18,0.37,3.2e+07
345,"Rúben Neves","pt POR","MF","Wolves",23,1997,36,31,2675,29.7,5,1,6,2,3,3,8,0,5.1,2.7,1.9,4.6,22,212,25,0.17,0.03,0.2,0.07,0.1,0.17,0.06,0.23,0.09,0.15,4e+07
346,"Eddie Nketiah","eng ENG","FW","Arsenal",21,1999,17,4,423,4.7,2,1,3,2,0,0,0,0,1.8,1.8,0.6,2.4,6,6,29,0.43,0.21,0.64,0.43,0.64,0.38,0.14,0.51,0.38,0.51,1.6e+07
347,"Niels Nkounkou","fr FRA","DF,FW","Everton",19,2000,2,1,81,0.9,0,0,0,0,0,0,1,0,0,0,0,0,4,2,8,0,0,0,0,0,0.03,0,0.03,0.03,0.03,2200000
348,"Dan Nlundulu","eng ENG","FW,MF","Southampton",21,1999,13,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,13,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,1200000
349,"Mark Noble","eng ENG","MF","West Ham",33,1987,21,8,712,7.9,0,0,0,0,0,0,1,0,0,0,0.3,0.3,11,25,13,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,1e+06
350,"Will Norris","eng ENG","GK","Burnley",26,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,3e+05
351,"Oliver Norwood","nir NIR","MF","Sheffield Utd",29,1991,32,26,2220,24.7,0,0,0,0,0,0,6,0,0.5,0.5,2,2.4,7,125,19,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,NA
352,"Jack O'Connell","eng ENG","DF","Sheffield Utd",26,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,NA
353,"Dara O'Shea","ie IRL","DF","West Brom",21,1999,28,25,2102,23.4,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,7,62,12,0,0,0,0,0,0,0.01,0.01,0,0.01,NA
354,"Michael Obafemi","ie IRL","FW","Southampton",20,2000,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,5,0,0,0,0,0,0,0.1,0.1,0,0.1,2500000
355,"Denis Odoi","gh GHA","DF","Fulham",32,1988,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,10,5,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,NA
356,"Angelo Ogbonna","it ITA","DF","West Ham",32,1988,28,28,2492,27.7,3,0,3,3,0,0,5,0,1.7,1.7,0.8,2.5,7,36,3,0.11,0,0.11,0.11,0.11,0.06,0.03,0.09,0.06,0.09,1200000
357,"Robin Olsen","se SWE","GK","Everton",30,1990,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06
358,"Josh Onomah","eng ENG","MF","Fulham",23,1997,11,4,374,4.2,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,8,19,14,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,NA
359,"Divock Origi","be BEL","FW","Liverpool",25,1995,9,2,186,2.1,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,5,5,18,0,0,0,0,0,0.54,0.07,0.62,0.54,0.62,1.2e+07
360,"Ben Osborn","eng ENG","MF,DF","Sheffield Utd",25,1994,24,17,1604,17.8,1,0,1,1,0,0,1,0,1.1,1.1,2,3.2,27,77,100,0.06,0,0.06,0.06,0.06,0.06,0.12,0.18,0.06,0.18,NA
361,"Owen Otasowie","us USA","MF,FW","Wolves",19,2001,6,2,187,2.1,0,1,1,0,0,0,1,0,0.5,0.5,0.1,0.6,3,3,7,0,0.48,0.48,0,0.48,0.24,0.06,0.3,0.24,0.3,NA
362,"Alex Oxlade-Chamberlain","eng ENG","MF,FW","Liverpool",26,1993,13,2,253,2.8,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,5,20,21,0.36,0.36,0.71,0.36,0.71,0.11,0.1,0.21,0.11,0.21,1.6e+07
363,"Emerson Palmieri","it ITA","DF","Chelsea",25,1994,2,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,NA
364,"Thomas Partey","gh GHA","MF","Arsenal",27,1993,24,18,1534,17,0,2,2,0,0,0,5,0,1.3,1.3,1,2.4,33,121,18,0,0.12,0.12,0,0.12,0.08,0.06,0.14,0.08,0.14,3.8e+07
365,"Rui Patrício","pt POR","GK","Wolves",32,1988,37,37,3329,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
366,"Bailey Peacock-Farrell","nir NIR","GK","Burnley",23,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+05
367,"Lee Peltier","eng ENG","DF","West Brom",33,1986,4,3,229,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0.01,0.01,0,0.01,NA
368,"Nicolas Pépé","ci CIV","FW","Arsenal",25,1995,29,16,1616,18,10,1,11,9,1,1,1,1,5.8,5,1,6,56,45,199,0.56,0.06,0.61,0.5,0.56,0.32,0.05,0.38,0.28,0.33,2.5e+07
369,"Matheus Pereira","br BRA","MF,FW","West Brom",24,1996,33,30,2577,28.6,11,6,17,7,4,4,2,1,7.3,4.2,6.3,10.5,79,115,133,0.38,0.21,0.59,0.24,0.45,0.26,0.22,0.48,0.15,0.37,NA
370,"Ricardo Pereira","pt POR","DF,FW","Leicester City",26,1993,15,10,959,10.7,0,1,1,0,0,0,3,0,0.3,0.3,0.6,1,20,45,53,0,0.09,0.09,0,0.09,0.03,0.06,0.09,0.03,0.09,2e+07
371,"Ayoze Pérez","es ESP","MF,FW","Leicester City",27,1993,25,15,1331,14.8,2,1,3,2,0,0,2,0,3.3,3.3,1.3,4.6,39,54,114,0.14,0.07,0.2,0.14,0.2,0.23,0.09,0.31,0.23,0.31,1e+07
372,"Kalvin Phillips","eng ENG","MF","Leeds United",24,1995,29,28,2428,27,1,2,3,1,0,0,10,0,0.5,0.5,3.4,3.9,13,137,14,0.04,0.07,0.11,0.04,0.11,0.02,0.13,0.15,0.02,0.15,5e+07
373,"Matt Phillips","sct SCO","MF","West Brom",29,1991,33,20,1828,20.3,2,1,3,2,0,0,1,0,2.8,2.8,3.4,6.3,47,51,99,0.1,0.05,0.15,0.1,0.15,0.14,0.17,0.31,0.14,0.31,NA
374,"Nathaniel Phillips","eng ENG","DF","Liverpool",23,1997,17,15,1456,16.2,1,1,2,1,0,0,2,0,1,1,0.6,1.6,9,55,3,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.1,0.06,0.1,NA
375,"Jaden Philogene Bidace","eng ENG","FW","Aston Villa",18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
376,"Jordan Pickford","eng ENG","GK","Everton",26,1994,31,31,2742,30.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+07
377,"Erik Pieters","nl NED","DF,MF","Burnley",31,1988,20,13,1266,14.1,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,14,37,16,0,0.07,0.07,0,0.07,0.01,0.03,0.04,0.01,0.04,9e+05
378,"Daniel Podence","pt POR","MF,FW","Wolves",24,1995,24,22,1661,18.5,3,2,5,3,0,0,3,0,2.5,2.5,1.7,4.2,47,72,117,0.16,0.11,0.27,0.16,0.27,0.13,0.09,0.23,0.13,0.23,2e+07
379,"Paul Pogba","fr FRA","MF,FW","Manchester Utd",27,1993,26,21,1897,21.1,3,3,6,3,0,0,3,0,2.8,2.8,2.4,5.2,46,139,101,0.14,0.14,0.28,0.14,0.28,0.13,0.11,0.25,0.13,0.25,4.8e+07
380,"Nick Pope","eng ENG","GK","Burnley",28,1992,32,32,2880,32,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5e+07
381,"Ian Poveda","eng ENG","MF","Leeds United",20,2000,14,0,355,3.9,0,0,0,0,0,0,0,0,0.3,0.3,1.1,1.4,21,17,47,0,0,0,0,0,0.08,0.28,0.36,0.08,0.36,2e+06
382,"Dennis Praet","be BEL","MF","Leicester City",26,1994,15,10,718,8,1,1,2,1,0,0,0,0,0.4,0.4,1.1,1.5,22,25,55,0.13,0.13,0.25,0.13,0.25,0.05,0.14,0.19,0.05,0.19,1.3e+07
383,"Davy Pröpper","nl NED","MF","Brighton",28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,4,14,8,0,0,0,0,0,0.08,0,0.08,0.08,0.08,NA
384,"Christian Pulisic","us USA","FW,MF","Chelsea",21,1998,27,18,1738,19.3,4,2,6,4,0,0,2,0,6.1,6.1,2.8,8.9,86,82,160,0.21,0.1,0.31,0.21,0.31,0.32,0.15,0.46,0.32,0.46,4.2e+07
385,"Aaron Ramsdale","eng ENG","GK","Sheffield Utd",22,1998,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8e+07
386,"Jacob Ramsey","eng ENG","MF","Aston Villa",19,2001,22,6,626,7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,8,23,21,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11,2.5e+07
387,"Kayne Ramsey","eng ENG","DF","Southampton",19,2000,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
388,"Darren Randolph","ie IRL","GK","West Ham",33,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05
389,"Raphinha","br BRA","MF,FW","Leeds United",23,1996,30,26,2360,26.2,6,9,15,6,0,0,3,0,5.7,5.7,7.9,13.6,102,97,222,0.23,0.34,0.57,0.23,0.57,0.22,0.3,0.52,0.22,0.52,4.5e+07
390,"Marcus Rashford","eng ENG","FW","Manchester Utd",22,1997,37,33,2920,32.4,11,9,20,11,0,0,4,0,8.9,8.9,3.8,12.8,134,117,330,0.34,0.28,0.62,0.34,0.62,0.28,0.12,0.39,0.28,0.39,6e+07
391,"Tim Ream","us USA","DF","Fulham",32,1987,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,NA
392,"Nathan Redmond","eng ENG","MF,FW","Southampton",26,1994,29,17,1738,19.3,2,3,5,2,0,0,1,0,3.1,3.1,3.2,6.2,70,75,149,0.1,0.16,0.26,0.1,0.26,0.16,0.16,0.32,0.16,0.32,1.8e+07
393,"Harrison Reed","eng ENG","MF","Fulham",25,1995,31,26,2247,25,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,24,127,16,0,0.08,0.08,0,0.08,0.02,0.07,0.08,0.02,0.08,NA
394,"Sergio Reguilón","es ESP","DF","Tottenham",23,1996,27,26,2244,24.9,0,3,3,0,0,0,5,0,1,1,2,3.1,52,73,152,0,0.12,0.12,0,0.12,0.04,0.08,0.12,0.04,0.12,2.5e+07
395,"Bobby Reid","jm JAM","MF,FW","Fulham",27,1993,33,28,2372,26.4,5,2,7,5,0,0,7,0,3.8,3.8,1.1,4.9,44,67,138,0.19,0.08,0.27,0.19,0.27,0.14,0.04,0.19,0.14,0.19,NA
396,"Declan Rice","eng ENG","MF","West Ham",21,1999,32,32,2879,32,2,1,3,1,1,2,2,0,3.2,1.6,1.8,3.4,74,169,37,0.06,0.03,0.09,0.03,0.06,0.1,0.06,0.16,0.05,0.11,8e+07
397,"Lewis Richardson","eng ENG","FW,MF","Burnley",17,2003,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
398,"Richarlison","br BRA","FW","Everton",23,1997,34,33,2861,31.8,7,3,10,6,1,1,4,1,9.7,8.8,3.3,12.1,113,58,195,0.22,0.09,0.31,0.19,0.28,0.31,0.1,0.41,0.28,0.38,4.8e+07
399,"Jaïro Riedewald","nl NED","MF","Crystal Palace",23,1996,33,19,1820,20.2,2,0,2,2,0,0,4,0,0.6,0.6,0.8,1.3,15,73,23,0.1,0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,NA
400,"Matt Ritchie","sct SCO","DF,MF","Newcastle Utd",30,1989,18,15,1350,15,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.6,23,38,42,0,0.13,0.13,0,0.13,0.03,0.14,0.17,0.03,0.17,1800000
401,"Tyler Roberts","wls WAL","MF,FW","Leeds United",21,1999,27,14,1340,14.9,1,2,3,1,0,0,3,0,1.8,1.8,2.3,4.1,33,53,89,0.07,0.13,0.2,0.07,0.2,0.12,0.16,0.28,0.12,0.28,8e+06
402,"Andrew Robertson","sct SCO","DF","Liverpool",26,1994,38,38,3383,37.6,1,7,8,1,0,0,2,0,1.5,1.5,6.6,8,119,228,289,0.03,0.19,0.21,0.03,0.21,0.04,0.17,0.21,0.04,0.21,6.5e+07
403,"Antonee Robinson","us USA","DF","Fulham",22,1997,28,24,2162,24,0,0,0,0,0,0,4,1,0.4,0.4,1.9,2.3,98,82,145,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,NA
404,"Callum Robinson","ie IRL","FW,MF","West Brom",25,1995,28,20,1560,17.3,5,0,5,5,0,0,0,0,3.1,3.1,1,4.1,36,27,119,0.29,0,0.29,0.29,0.29,0.18,0.06,0.24,0.18,0.24,NA
405,"Jack Robinson","eng ENG","DF","Sheffield Utd",26,1993,11,9,877,9.7,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,3,22,6,0,0.1,0.1,0,0.1,0.07,0.06,0.13,0.07,0.13,NA
406,"Hal Robson-Kanu","wls WAL","FW","West Brom",31,1989,19,2,561,6.2,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.5,8,11,33,0.32,0,0.32,0.32,0.32,0.19,0.04,0.23,0.19,0.23,NA
407,"Marek Rodák","sk SVK","GK","Fulham",23,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
408,"Joe Rodon","wls WAL","DF","Tottenham",22,1997,12,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,8e+06
409,"Rodri","es ESP","MF","Manchester City",24,1996,34,31,2748,30.5,2,2,4,1,1,1,6,0,2.4,1.6,1.4,3.1,42,227,31,0.07,0.07,0.13,0.03,0.1,0.08,0.05,0.13,0.05,0.1,8e+07
410,"Rodrigo","es ESP","MF,FW","Leeds United",29,1991,26,14,1288,14.3,7,2,9,7,0,0,3,0,5.1,5.1,3.5,8.7,30,80,118,0.49,0.14,0.63,0.49,0.63,0.36,0.25,0.6,0.36,0.6,1.2e+07
411,"James Rodríguez","co COL","FW,MF","Everton",29,1991,23,21,1764,19.6,6,4,10,6,0,0,4,0,2.8,2.8,4.8,7.6,36,133,89,0.31,0.2,0.51,0.31,0.51,0.14,0.25,0.39,0.14,0.39,NA
412,"Jay Rodriguez","eng ENG","FW","Burnley",31,1989,31,12,1265,14.1,1,2,3,1,0,0,3,0,3,3,1.1,4.1,16,23,79,0.07,0.14,0.21,0.07,0.21,0.22,0.08,0.29,0.22,0.29,NA
413,"Oriol Romeu","es ESP","MF","Southampton",28,1991,21,20,1763,19.6,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,25,91,15,0.05,0.05,0.1,0.05,0.1,0.02,0.07,0.09,0.02,0.09,5e+06
414,"John Ruddy","eng ENG","GK","Wolves",33,1986,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+05
415,"Antonio Rüdiger","de GER","DF","Chelsea",27,1993,19,19,1710,19,1,0,1,1,0,0,0,0,1.3,1.3,0.4,1.7,24,71,6,0.05,0,0.05,0.05,0.05,0.07,0.02,0.09,0.07,0.09,4e+07
416,"Mathew Ryan","au AUS","GK","Arsenal",28,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.02,0.02,0,0.02,NA
417,"Mathew Ryan","au AUS","GK","Brighton",28,1992,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
418,"Allan Saint-Maximin","fr FRA","FW,MF","Newcastle Utd",23,1997,25,19,1560,17.3,3,4,7,3,0,0,0,0,2.6,2.6,3.7,6.3,81,65,86,0.17,0.23,0.4,0.17,0.4,0.15,0.21,0.36,0.15,0.36,3.2e+07
419,"Romain Saïss","ma MAR","DF","Wolves",30,1990,27,27,2407,26.7,3,0,3,3,0,0,2,0,3,3,0.2,3.3,12,100,24,0.11,0,0.11,0.11,0.11,0.11,0.01,0.12,0.11,0.12,8e+06
420,"Bukayo Saka","eng ENG","FW,MF","Arsenal",18,2001,32,30,2553,28.4,5,3,8,5,0,0,1,0,6.9,6.9,4.4,11.3,85,101,269,0.18,0.11,0.28,0.18,0.28,0.24,0.16,0.4,0.24,0.4,6.5e+07
421,"Mamadou Sakho","fr FRA","DF","Crystal Palace",30,1990,4,3,276,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,NA
422,"Mohamed Salah","eg EGY","FW","Liverpool",28,1992,37,34,3078,34.2,22,5,27,16,6,6,0,0,19.3,14.6,6.2,20.8,111,136,396,0.64,0.15,0.79,0.47,0.61,0.56,0.18,0.75,0.43,0.61,9e+07
423,"Mohammed Salisu","gh GHA","DF","Southampton",21,1999,12,8,844,9.4,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,13,8,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,1.8e+07
424,"Davinson Sánchez","co COL","DF","Tottenham",24,1996,18,17,1486,16.5,0,0,0,0,0,0,1,0,0.8,0.8,0,0.8,2,36,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,2.8e+07
425,"Robert Sánchez","es ESP","GK","Brighton",22,1997,27,27,2430,27,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6e+07
426,"Morgan Sanson","fr FRA","MF","Aston Villa",25,1994,9,3,294,3.3,0,0,0,0,0,0,3,0,0,0,0.1,0.2,9,16,13,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,1e+07
427,"Romaine Sawyers","kn SKN","MF","West Brom",28,1991,19,17,1487,16.5,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,11,67,9,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,NA
428,"Dane Scarlett","eng ENG","FW","Tottenham",16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
429,"Fabian Schär","ch SUI","DF","Newcastle Utd",28,1991,18,13,1246,13.8,1,0,1,0,1,1,4,1,1.3,0.5,0,0.5,6,41,0,0.07,0,0.07,0,0,0.09,0,0.09,0.04,0.04,7e+06
430,"Jeffrey Schlupp","gh GHA","MF","Crystal Palace",27,1992,27,15,1428,15.9,2,3,5,2,0,0,3,0,1.9,1.9,2,4,37,44,75,0.13,0.19,0.32,0.13,0.32,0.12,0.13,0.25,0.12,0.25,8e+06
431,"Kasper Schmeichel","dk DEN","GK","Leicester City",33,1986,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+06
432,"Nélson Semedo","pt POR","DF,MF","Wolves",26,1993,34,34,2983,33.1,1,1,2,1,0,0,5,0,1.3,1.3,1.3,2.6,111,138,155,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,2.2e+07
433,"Femi Seriki","eng ENG","MF","Sheffield Utd",18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
434,"Jamie Shackleton","eng ENG","MF,DF","Leeds United",20,1999,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,11,21,0,0,0,0,0,0,0.03,0.03,0,0.03,2500000
435,"Xherdan Shaqiri","ch SUI","MF,FW","Liverpool",28,1991,14,5,556,6.2,0,2,2,0,0,0,2,0,0.5,0.5,2.5,3,5,54,32,0,0.32,0.32,0,0.32,0.08,0.41,0.48,0.08,0.48,NA
436,"Billy Sharp","eng ENG","FW","Sheffield Utd",34,1986,16,7,735,8.2,3,0,3,1,2,2,1,0,3,1.5,0.5,2,9,11,65,0.37,0,0.37,0.12,0.12,0.37,0.07,0.44,0.18,0.24,NA
437,"Luke Shaw","eng ENG","DF","Manchester Utd",25,1995,32,30,2654,29.5,1,5,6,1,0,0,8,0,0.6,0.6,6.4,7,110,147,209,0.03,0.17,0.2,0.03,0.2,0.02,0.22,0.24,0.02,0.24,3.8e+07
438,"Jonjo Shelvey","eng ENG","MF","Newcastle Utd",28,1992,30,29,2617,29.1,1,3,4,1,0,0,7,0,2.5,2.5,3,5.5,20,132,24,0.03,0.1,0.14,0.03,0.14,0.09,0.1,0.19,0.09,0.19,1e+07
439,"Shola Shoretire","eng ENG","FW","Manchester Utd",16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4e+06
440,"Gylfi Sigurðsson","is ISL","MF,FW","Everton",30,1989,36,24,2253,25,6,5,11,3,3,4,2,0,6.5,3.4,3.8,7.2,24,81,78,0.24,0.2,0.44,0.12,0.32,0.26,0.15,0.41,0.13,0.29,NA
441,"Bernardo Silva","pt POR","MF,FW","Manchester City",25,1994,26,24,2065,22.9,2,6,8,2,0,0,5,0,2.8,2.8,3.8,6.5,123,116,173,0.09,0.26,0.35,0.09,0.35,0.12,0.16,0.29,0.12,0.29,8e+07
442,"Fábio Silva","pt POR","FW","Wolves",18,2002,32,11,1369,15.2,4,3,7,3,1,1,2,0,5.3,4.5,1,5.5,14,17,74,0.26,0.2,0.46,0.2,0.39,0.35,0.07,0.41,0.29,0.36,1.5e+07
443,"Thiago Silva","br BRA","DF","Chelsea",35,1984,23,23,1935,21.5,2,0,2,2,0,0,5,1,1.7,1.7,0.3,2,6,82,1,0.09,0,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,2500000
444,"Moussa Sissoko","fr FRA","MF","Tottenham",30,1989,25,15,1585,17.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.4,32,57,34,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,4500000
